id,name,type,criticality
COMP_07740,Component WRITER 44,Metal,Medium
COMP_07741,Component PARTY 82,Chemical,Medium
COMP_07742,Component SURE 43,Electronic,Low
COMP_07743,Component TECHNOLOGY 99,Chemical,High
COMP_07744,Component LOSS 64,Plastic,Medium
COMP_07745,Component ORDER 88,Electronic,Low
COMP_07746,Component PREVENT 62,Plastic,Medium
COMP_07747,Component WOULD 95,Metal,High
COMP_07748,Component TRIAL 40,Chemical,Low
COMP_07749,Component BASE 20,Plastic,Low
COMP_07750,Component SUCCESSFUL 53,Plastic,Low
COMP_07751,Component BODY 15,Plastic,Low
COMP_07752,Component STRATEGY 66,Chemical,Medium
COMP_07753,Component BEAUTIFUL 70,Chemical,Low
COMP_07754,Component DIFFERENCE 93,Metal,Low
COMP_07755,Component AGREE 57,Chemical,Medium
COMP_07756,Component MAY 58,Metal,Medium
COMP_07757,Component DROP 88,Electronic,High
COMP_07758,Component KITCHEN 20,Electronic,High
COMP_07759,Component IMPACT 65,Metal,Low
COMP_07760,Component BELIEVE 39,Chemical,Low
COMP_07761,Component SUCCESS 57,Metal,Medium
COMP_07762,Component SOME 77,Chemical,Low
COMP_07763,Component STAGE 14,Chemical,Low
COMP_07764,Component PLACE 25,Metal,High
COMP_07765,Component SEA 25,Chemical,High
COMP_07766,Component INTERVIEW 81,Chemical,High
COMP_07767,Component LOT 16,Metal,Low
COMP_07768,Component WATER 94,Metal,Low
COMP_07769,Component BREAK 22,Chemical,Medium
COMP_07770,Component PARTICULAR 83,Plastic,High
COMP_07771,Component LESS 61,Plastic,High
COMP_07772,Component PERFORM 19,Chemical,Low
COMP_07773,Component LAWYER 51,Electronic,Low
COMP_07774,Component STOP 17,Chemical,Low
COMP_07775,Component PHONE 47,Chemical,Low
COMP_07776,Component LEFT 24,Electronic,High
COMP_07777,Component NEED 88,Plastic,High
COMP_07778,Component AUDIENCE 70,Metal,Medium
COMP_07779,Component HUSBAND 47,Electronic,Low
COMP_07780,Component CONSUMER 90,Electronic,Low
COMP_07781,Component INSTITUTION 83,Chemical,High
COMP_07782,Component HUNDRED 39,Electronic,Low
COMP_07783,Component MIGHT 19,Electronic,Medium
COMP_07784,Component BETWEEN 22,Chemical,High
COMP_07785,Component SOMETIMES 20,Plastic,High
COMP_07786,Component EXPERIENCE 64,Electronic,Low
COMP_07787,Component ATTACK 66,Chemical,Medium
COMP_07788,Component LEAD 40,Metal,Medium
COMP_07789,Component STUFF 36,Electronic,Medium
COMP_07790,Component OFFER 33,Plastic,Low
COMP_07791,Component CONSUMER 78,Metal,High
COMP_07792,Component INVESTMENT 29,Plastic,High
COMP_07793,Component RECORD 45,Metal,High
COMP_07794,Component ROAD 52,Electronic,Medium
COMP_07795,Component HIMSELF 40,Plastic,Low
COMP_07796,Component PARTNER 15,Metal,Medium
COMP_07797,Component MIND 13,Chemical,Medium
COMP_07798,Component ANALYSIS 33,Chemical,Low
COMP_07799,Component ARM 98,Chemical,Medium
COMP_07800,Component LIGHT 57,Plastic,High
COMP_07801,Component DINNER 37,Electronic,Low
COMP_07802,Component WORK 38,Electronic,High
COMP_07803,Component COLOR 62,Metal,Medium
COMP_07804,Component WHETHER 71,Plastic,Low
COMP_07805,Component BRING 95,Electronic,High
COMP_07806,Component TAKE 43,Metal,Low
COMP_07807,Component CERTAINLY 75,Plastic,Low
COMP_07808,Component LIVE 32,Electronic,Medium
COMP_07809,Component BABY 35,Metal,High
COMP_07810,Component REGION 11,Electronic,Medium
COMP_07811,Component SHE 32,Metal,Low
COMP_07812,Component WIN 50,Electronic,Medium
COMP_07813,Component CHALLENGE 66,Metal,Medium
COMP_07814,Component BED 72,Metal,Medium
COMP_07815,Component TASK 54,Chemical,High
COMP_07816,Component HEALTH 35,Plastic,Medium
COMP_07817,Component CANDIDATE 96,Plastic,Low
COMP_07818,Component SPRING 65,Chemical,High
COMP_07819,Component PRESSURE 93,Plastic,High
COMP_07820,Component SUCH 86,Metal,Medium
COMP_07821,Component LIFE 21,Electronic,Medium
COMP_07822,Component VISIT 66,Metal,Medium
COMP_07823,Component RATHER 65,Chemical,Low
COMP_07824,Component AFTER 64,Metal,Medium
COMP_07825,Component POLICY 86,Metal,Medium
COMP_07826,Component THREAT 72,Metal,Medium
COMP_07827,Component INTERESTING 50,Chemical,Medium
COMP_07828,Component SOMEBODY 43,Electronic,Medium
COMP_07829,Component CLASS 36,Chemical,Medium
COMP_07830,Component LOW 14,Chemical,Low
COMP_07831,Component DISCUSS 49,Plastic,Low
COMP_07832,Component BOY 91,Electronic,High
COMP_07833,Component STUFF 56,Electronic,Medium
COMP_07834,Component LAUGH 84,Chemical,High
COMP_07835,Component MAY 68,Metal,Medium
COMP_07836,Component DEMOCRAT 79,Plastic,Medium
COMP_07837,Component THEORY 58,Electronic,High
COMP_07838,Component ENTIRE 87,Electronic,High
COMP_07839,Component OUT 40,Plastic,High
COMP_07840,Component PRESSURE 35,Electronic,High
COMP_07841,Component CITIZEN 58,Chemical,Medium
COMP_07842,Component ONCE 51,Electronic,High
COMP_07843,Component THIS 36,Electronic,Low
COMP_07844,Component EVENT 88,Metal,High
COMP_07845,Component CHARGE 79,Metal,High
COMP_07846,Component LAWYER 56,Chemical,Low
COMP_07847,Component METHOD 68,Chemical,Low
COMP_07848,Component NATURE 61,Chemical,High
COMP_07849,Component JOIN 82,Electronic,Low
COMP_07850,Component SIMPLE 84,Chemical,Low
COMP_07851,Component BEST 32,Metal,Low
COMP_07852,Component THANK 43,Metal,Low
COMP_07853,Component LINE 22,Metal,Medium
COMP_07854,Component MONTH 40,Plastic,Low
COMP_07855,Component THREE 45,Plastic,Medium
COMP_07856,Component FAR 90,Plastic,Low
COMP_07857,Component ACT 68,Metal,Low
COMP_07858,Component GAME 19,Electronic,Low
COMP_07859,Component FIRST 50,Chemical,Medium
COMP_07860,Component NUMBER 67,Plastic,Medium
COMP_07861,Component HAPPEN 22,Electronic,Low
COMP_07862,Component WISH 88,Metal,High
COMP_07863,Component RATE 54,Metal,Low
COMP_07864,Component BUDGET 19,Metal,Medium
COMP_07865,Component CAREER 37,Metal,High
COMP_07866,Component ADULT 52,Chemical,Medium
COMP_07867,Component INVOLVE 70,Chemical,High
COMP_07868,Component BORN 86,Chemical,High
COMP_07869,Component CARD 73,Chemical,Low
COMP_07870,Component SINCE 31,Chemical,Medium
COMP_07871,Component HUGE 56,Electronic,Medium
COMP_07872,Component MUSIC 98,Metal,Medium
COMP_07873,Component TECHNOLOGY 23,Electronic,Low
COMP_07874,Component MAYBE 83,Chemical,High
COMP_07875,Component UNDER 14,Electronic,Medium
COMP_07876,Component ENERGY 20,Electronic,High
COMP_07877,Component MANY 40,Chemical,Medium
COMP_07878,Component ACTUALLY 28,Electronic,Medium
COMP_07879,Component BORN 59,Chemical,Low
COMP_07880,Component EXPECT 10,Metal,Low
COMP_07881,Component EXACTLY 20,Electronic,High
COMP_07882,Component PRESENT 67,Plastic,Medium
COMP_07883,Component RESEARCH 24,Metal,Medium
COMP_07884,Component TODAY 67,Chemical,Low
COMP_07885,Component THINK 19,Electronic,Low
COMP_07886,Component MORNING 20,Electronic,Medium
COMP_07887,Component LOSS 16,Electronic,Low
COMP_07888,Component MEMBER 10,Plastic,High
COMP_07889,Component BLOOD 70,Metal,Medium
COMP_07890,Component WHATEVER 15,Chemical,Low
COMP_07891,Component SCHOOL 32,Plastic,Medium
COMP_07892,Component ROCK 57,Plastic,Low
COMP_07893,Component HIT 84,Plastic,Low
COMP_07894,Component NEVER 38,Metal,Low
COMP_07895,Component RAISE 92,Metal,Medium
COMP_07896,Component TOWARD 65,Plastic,Low
COMP_07897,Component POLITICAL 87,Electronic,Low
COMP_07898,Component SKILL 71,Electronic,High
COMP_07899,Component THOUSAND 98,Plastic,Medium
COMP_07900,Component CAR 82,Plastic,High
COMP_07901,Component SONG 14,Plastic,Medium
COMP_07902,Component YOUNG 66,Plastic,Medium
COMP_07903,Component WHETHER 25,Plastic,High
COMP_07904,Component MIND 36,Plastic,Low
COMP_07905,Component ONE 32,Electronic,Low
COMP_07906,Component SUCCESS 45,Plastic,High
COMP_07907,Component BILLION 25,Plastic,High
COMP_07908,Component SHOULDER 32,Plastic,Low
COMP_07909,Component CHECK 60,Plastic,Medium
COMP_07910,Component RIGHT 74,Plastic,High
COMP_07911,Component HELP 80,Chemical,High
COMP_07912,Component PICK 71,Plastic,Medium
COMP_07913,Component MOVE 39,Electronic,Low
COMP_07914,Component EAST 67,Electronic,Low
COMP_07915,Component DINNER 68,Plastic,Medium
COMP_07916,Component SERIOUS 65,Electronic,High
COMP_07917,Component ORDER 76,Plastic,Low
COMP_07918,Component REVEAL 31,Electronic,Medium
COMP_07919,Component ORDER 43,Electronic,Medium
COMP_07920,Component BALL 75,Metal,Medium
COMP_07921,Component PERHAPS 54,Chemical,Medium
COMP_07922,Component MILLION 78,Metal,Medium
COMP_07923,Component VERY 49,Electronic,Low
COMP_07924,Component SHAKE 31,Electronic,Medium
COMP_07925,Component REDUCE 97,Chemical,Low
COMP_07926,Component PARTICULAR 71,Chemical,High
COMP_07927,Component DIFFICULT 19,Plastic,Low
COMP_07928,Component KIND 87,Metal,High
COMP_07929,Component MORE 57,Chemical,High
COMP_07930,Component KITCHEN 80,Plastic,Medium
COMP_07931,Component WESTERN 62,Plastic,Low
COMP_07932,Component TELL 53,Plastic,Medium
COMP_07933,Component EXACTLY 58,Chemical,Medium
COMP_07934,Component COLD 44,Plastic,Low
COMP_07935,Component BUY 20,Metal,High
COMP_07936,Component FOUR 63,Chemical,High
COMP_07937,Component AUTHOR 26,Metal,Medium
COMP_07938,Component BE 32,Chemical,High
COMP_07939,Component WHERE 92,Plastic,High
COMP_07940,Component SHOULDER 28,Metal,Medium
COMP_07941,Component CELL 94,Plastic,Low
COMP_07942,Component SECOND 50,Electronic,Medium
COMP_07943,Component SURE 19,Chemical,Medium
COMP_07944,Component INCLUDE 71,Metal,Low
COMP_07945,Component AUDIENCE 28,Metal,Medium
COMP_07946,Component ACCOUNT 24,Metal,High
COMP_07947,Component PEOPLE 24,Plastic,Low
COMP_07948,Component SIGN 12,Electronic,Low
COMP_07949,Component ATTORNEY 79,Chemical,High
COMP_07950,Component SHAKE 41,Plastic,High
COMP_07951,Component CENTRAL 10,Metal,Medium
COMP_07952,Component NEWS 33,Chemical,High
COMP_07953,Component SEEK 52,Chemical,Low
COMP_07954,Component CITY 84,Plastic,Low
COMP_07955,Component MEASURE 26,Plastic,Low
COMP_07956,Component MESSAGE 86,Metal,Low
COMP_07957,Component FORWARD 64,Chemical,Medium
COMP_07958,Component HUGE 52,Metal,High
COMP_07959,Component REASON 16,Metal,Medium
COMP_07960,Component WHICH 96,Electronic,Medium
COMP_07961,Component HAVE 54,Electronic,Medium
COMP_07962,Component CUT 93,Metal,Low
COMP_07963,Component POLICY 22,Chemical,Low
COMP_07964,Component OUR 20,Metal,Medium
COMP_07965,Component SUBJECT 11,Metal,Medium
COMP_07966,Component OPPORTUNITY 16,Metal,Medium
COMP_07967,Component SCIENTIST 11,Metal,Medium
COMP_07968,Component DIFFERENCE 76,Electronic,Medium
COMP_07969,Component MILITARY 66,Plastic,High
COMP_07970,Component LATER 77,Plastic,High
COMP_07971,Component SENIOR 81,Chemical,Medium
COMP_07972,Component PRODUCE 55,Metal,High
COMP_07973,Component PRODUCTION 18,Electronic,High
COMP_07974,Component MANAGE 84,Metal,Low
COMP_07975,Component DRIVE 88,Metal,High
COMP_07976,Component WRITER 83,Chemical,Low
COMP_07977,Component SUDDENLY 56,Plastic,Low
COMP_07978,Component CLOSE 39,Electronic,Low
COMP_07979,Component KNOW 40,Plastic,High
COMP_07980,Component SOMEBODY 63,Metal,Medium
COMP_07981,Component THROUGHOUT 74,Plastic,Low
COMP_07982,Component TEACHER 39,Plastic,High
COMP_07983,Component FOOD 11,Plastic,Medium
COMP_07984,Component COLOR 81,Chemical,High
COMP_07985,Component LEAST 16,Electronic,Low
COMP_07986,Component RECENT 20,Chemical,High
COMP_07987,Component JUST 36,Metal,High
COMP_07988,Component SPEND 17,Electronic,Low
COMP_07989,Component LISTEN 49,Metal,Low
COMP_07990,Component LEVEL 88,Metal,High
COMP_07991,Component DEVELOPMENT 59,Electronic,Medium
COMP_07992,Component AHEAD 34,Metal,Low
COMP_07993,Component BEGIN 33,Plastic,Medium
COMP_07994,Component EVERYBODY 99,Chemical,Low
COMP_07995,Component WINDOW 43,Metal,Low
COMP_07996,Component CELL 59,Metal,Low
COMP_07997,Component TEN 43,Electronic,Low
COMP_07998,Component DEFENSE 44,Metal,High
COMP_07999,Component GROW 47,Metal,Low
COMP_08000,Component REASON 73,Electronic,High
COMP_08001,Component CERTAIN 25,Plastic,Low
COMP_08002,Component MENTION 29,Metal,Low
COMP_08003,Component REPUBLICAN 33,Plastic,Low
COMP_08004,Component POSITIVE 56,Metal,Medium
COMP_08005,Component REPRESENT 71,Chemical,Medium
COMP_08006,Component EXECUTIVE 96,Plastic,High
COMP_08007,Component EDUCATION 33,Plastic,Low
COMP_08008,Component FEAR 29,Plastic,Low
COMP_08009,Component ALWAYS 50,Plastic,High
COMP_08010,Component WISH 66,Plastic,High
COMP_08011,Component LOT 51,Chemical,Medium
COMP_08012,Component BABY 32,Plastic,High
COMP_08013,Component SCENE 32,Chemical,High
COMP_08014,Component SITE 23,Chemical,Medium
COMP_08015,Component WE 31,Metal,High
COMP_08016,Component SMALL 25,Chemical,Low
COMP_08017,Component INTO 30,Chemical,Low
COMP_08018,Component CHANGE 44,Plastic,High
COMP_08019,Component SPEAK 55,Metal,Low
COMP_08020,Component SHE 47,Metal,Low
COMP_08021,Component MEMORY 65,Chemical,Low
COMP_08022,Component INSTITUTION 16,Metal,High
COMP_08023,Component LEAST 80,Plastic,High
COMP_08024,Component EVENT 94,Chemical,Low
COMP_08025,Component MEDICAL 95,Electronic,High
COMP_08026,Component NEWSPAPER 62,Metal,Low
COMP_08027,Component SELL 62,Plastic,High
COMP_08028,Component TRAINING 20,Plastic,Low
COMP_08029,Component SAME 63,Chemical,High
COMP_08030,Component FOOD 42,Metal,Medium
COMP_08031,Component NEARLY 14,Plastic,Medium
COMP_08032,Component LEADER 58,Metal,High
COMP_08033,Component AHEAD 67,Plastic,Medium
COMP_08034,Component PUT 85,Metal,Low
COMP_08035,Component FORWARD 80,Plastic,Low
COMP_08036,Component IF 84,Chemical,Low
COMP_08037,Component ENOUGH 24,Plastic,High
COMP_08038,Component BUY 97,Electronic,Medium
COMP_08039,Component DROP 57,Metal,High
COMP_08040,Component BASE 75,Plastic,Medium
COMP_08041,Component SECTION 83,Chemical,Medium
COMP_08042,Component AGENCY 95,Metal,High
COMP_08043,Component INSTITUTION 47,Chemical,Low
COMP_08044,Component INTEREST 59,Plastic,High
COMP_08045,Component INCREASE 31,Chemical,High
COMP_08046,Component WHICH 65,Chemical,Low
COMP_08047,Component START 25,Metal,Low
COMP_08048,Component ANOTHER 71,Chemical,Low
COMP_08049,Component SHAKE 52,Chemical,Medium
COMP_08050,Component CLASS 99,Electronic,Medium
COMP_08051,Component POSITION 74,Chemical,Low
COMP_08052,Component SCIENCE 81,Chemical,Low
COMP_08053,Component TRADITIONAL 76,Plastic,Low
COMP_08054,Component MISSION 25,Electronic,Medium
COMP_08055,Component CHARACTER 69,Chemical,Medium
COMP_08056,Component POWER 90,Plastic,High
COMP_08057,Component FLOOR 45,Electronic,Medium
COMP_08058,Component GOAL 64,Electronic,Low
COMP_08059,Component BUY 17,Electronic,High
COMP_08060,Component DEGREE 66,Metal,Low
COMP_08061,Component SHORT 78,Plastic,High
COMP_08062,Component HEAR 60,Plastic,High
COMP_08063,Component TRUTH 90,Electronic,High
COMP_08064,Component ITEM 87,Electronic,Medium
COMP_08065,Component ACCORDING 90,Metal,High
COMP_08066,Component PLANT 11,Plastic,High
COMP_08067,Component PERSON 38,Plastic,Medium
COMP_08068,Component AREA 52,Electronic,Low
COMP_08069,Component BAG 29,Plastic,High
COMP_08070,Component REALIZE 13,Metal,Low
COMP_08071,Component EVER 70,Electronic,High
COMP_08072,Component STUFF 38,Electronic,High
COMP_08073,Component NATURE 74,Plastic,High
COMP_08074,Component ADDRESS 45,Metal,Low
COMP_08075,Component INTEREST 91,Plastic,High
COMP_08076,Component ONCE 86,Metal,Medium
COMP_08077,Component AWAY 92,Chemical,Low
COMP_08078,Component ARTICLE 74,Plastic,High
COMP_08079,Component USUALLY 63,Electronic,High
COMP_08080,Component LAUGH 88,Chemical,High
COMP_08081,Component PRODUCE 34,Chemical,Medium
COMP_08082,Component GROUND 47,Chemical,Medium
COMP_08083,Component TREE 42,Chemical,High
COMP_08084,Component PERSONAL 17,Electronic,High
COMP_08085,Component THERE 20,Electronic,High
COMP_08086,Component SIZE 44,Metal,High
COMP_08087,Component HIS 84,Electronic,Low
COMP_08088,Component RIGHT 64,Metal,Medium
COMP_08089,Component ABILITY 76,Chemical,Medium
COMP_08090,Component DEMOCRAT 23,Plastic,Medium
COMP_08091,Component PUT 12,Electronic,Low
COMP_08092,Component INSIDE 50,Metal,Low
COMP_08093,Component THIRD 11,Plastic,High
COMP_08094,Component DIRECTOR 91,Plastic,Low
COMP_08095,Component REST 40,Plastic,Medium
COMP_08096,Component STATION 89,Electronic,High
COMP_08097,Component CHOICE 82,Plastic,High
COMP_08098,Component LAW 42,Electronic,Low
COMP_08099,Component CONGRESS 67,Chemical,Medium
COMP_08100,Component DREAM 88,Plastic,Low
COMP_08101,Component MAY 34,Plastic,Medium
COMP_08102,Component FUTURE 42,Metal,Medium
COMP_08103,Component AGE 38,Electronic,Medium
COMP_08104,Component GOVERNMENT 76,Electronic,Low
COMP_08105,Component SING 51,Plastic,Low
COMP_08106,Component THOSE 33,Chemical,High
COMP_08107,Component PROGRAM 45,Electronic,Low
COMP_08108,Component FINALLY 81,Metal,High
COMP_08109,Component DETERMINE 94,Chemical,Medium
COMP_08110,Component CLASS 51,Chemical,High
COMP_08111,Component CRIME 17,Chemical,High
COMP_08112,Component SERVICE 61,Chemical,Medium
COMP_08113,Component KIND 35,Electronic,Medium
COMP_08114,Component ACTION 67,Metal,High
COMP_08115,Component COLD 72,Plastic,Low
COMP_08116,Component MEET 29,Chemical,High
COMP_08117,Component OPPORTUNITY 66,Metal,Medium
COMP_08118,Component EYE 30,Electronic,High
COMP_08119,Component WATER 47,Electronic,Medium
COMP_08120,Component IMPROVE 68,Plastic,Medium
COMP_08121,Component YET 50,Plastic,High
COMP_08122,Component SCIENCE 85,Electronic,Low
COMP_08123,Component WILL 63,Chemical,Low
COMP_08124,Component COURT 71,Metal,High
COMP_08125,Component FEDERAL 45,Chemical,Medium
COMP_08126,Component TOWARD 32,Metal,Low
COMP_08127,Component AROUND 84,Electronic,Medium
COMP_08128,Component HOW 35,Electronic,Medium
COMP_08129,Component WEAR 10,Chemical,Low
COMP_08130,Component RISE 71,Electronic,High
COMP_08131,Component NATION 15,Metal,High
COMP_08132,Component DEMOCRATIC 15,Metal,High
COMP_08133,Component LIVE 37,Plastic,High
COMP_08134,Component TEACH 32,Plastic,Low
COMP_08135,Component GOVERNMENT 88,Chemical,Low
COMP_08136,Component PHYSICAL 80,Metal,Low
COMP_08137,Component SO 39,Chemical,Low
COMP_08138,Component EVENT 80,Electronic,High
COMP_08139,Component SERIES 88,Metal,Low
COMP_08140,Component HEAVY 79,Plastic,Low
COMP_08141,Component NETWORK 17,Chemical,High
COMP_08142,Component MEETING 27,Chemical,High
COMP_08143,Component THUS 91,Metal,Low
COMP_08144,Component SAVE 96,Metal,Low
COMP_08145,Component ARM 43,Electronic,High
COMP_08146,Component SUBJECT 22,Electronic,High
COMP_08147,Component CHARGE 16,Metal,Low
COMP_08148,Component DIFFERENT 54,Electronic,Medium
COMP_08149,Component SOCIETY 38,Metal,High
COMP_08150,Component AFFECT 43,Plastic,Low
COMP_08151,Component MARKET 48,Metal,High
COMP_08152,Component PULL 24,Electronic,Medium
COMP_08153,Component STRUCTURE 57,Electronic,Low
COMP_08154,Component ATTENTION 88,Metal,Low
COMP_08155,Component ANIMAL 15,Metal,Low
COMP_08156,Component SO 97,Plastic,Low
COMP_08157,Component GET 67,Electronic,Low
COMP_08158,Component HOWEVER 42,Plastic,High
COMP_08159,Component FOLLOW 18,Plastic,Medium
COMP_08160,Component ANALYSIS 17,Plastic,Low
COMP_08161,Component SIT 75,Electronic,Medium
COMP_08162,Component AGE 55,Plastic,Medium
COMP_08163,Component ITSELF 14,Plastic,High
COMP_08164,Component LISTEN 91,Plastic,High
COMP_08165,Component YEAR 90,Plastic,High
COMP_08166,Component FOCUS 58,Plastic,Medium
COMP_08167,Component BORN 50,Metal,Medium
COMP_08168,Component HOTEL 46,Chemical,Medium
COMP_08169,Component NETWORK 13,Chemical,Low
COMP_08170,Component IMAGE 36,Electronic,High
COMP_08171,Component MISSION 41,Plastic,Low
COMP_08172,Component POPULAR 88,Electronic,High
COMP_08173,Component FRIEND 65,Metal,High
COMP_08174,Component REPORT 75,Plastic,Medium
COMP_08175,Component CATCH 78,Metal,Medium
COMP_08176,Component FEW 72,Plastic,Low
COMP_08177,Component SHARE 99,Electronic,Medium
COMP_08178,Component AGENCY 80,Electronic,High
COMP_08179,Component PROPERTY 22,Electronic,Low
COMP_08180,Component NOT 61,Metal,Low
COMP_08181,Component MISSION 91,Metal,Low
COMP_08182,Component SCIENCE 28,Chemical,Low
COMP_08183,Component EXPLAIN 85,Metal,Low
COMP_08184,Component THINK 11,Metal,Low
COMP_08185,Component BIT 67,Electronic,Medium
COMP_08186,Component FOUR 47,Chemical,Low
COMP_08187,Component SOMEONE 87,Plastic,High
COMP_08188,Component TONIGHT 77,Electronic,Low
COMP_08189,Component REALITY 79,Electronic,High
COMP_08190,Component THINK 70,Plastic,Medium
COMP_08191,Component QUESTION 19,Electronic,Medium
COMP_08192,Component HOPE 15,Chemical,Low
COMP_08193,Component WANT 40,Electronic,High
COMP_08194,Component ADULT 79,Plastic,Medium
COMP_08195,Component LONG 61,Chemical,Low
COMP_08196,Component GLASS 89,Electronic,High
COMP_08197,Component MILLION 86,Chemical,High
COMP_08198,Component JOIN 76,Metal,Medium
COMP_08199,Component EVENING 75,Plastic,Low
COMP_08200,Component FOLLOW 45,Electronic,Medium
COMP_08201,Component PARTICIPANT 65,Plastic,Low
COMP_08202,Component HOWEVER 41,Chemical,Low
COMP_08203,Component PRODUCE 31,Electronic,High
COMP_08204,Component END 37,Electronic,Medium
COMP_08205,Component TREE 96,Electronic,Low
COMP_08206,Component STAND 69,Electronic,High
COMP_08207,Component PAGE 77,Electronic,Low
COMP_08208,Component COVER 84,Plastic,Medium
COMP_08209,Component BIG 62,Plastic,Low
COMP_08210,Component FLY 48,Metal,Medium
COMP_08211,Component ONE 55,Metal,Low
COMP_08212,Component SUBJECT 45,Metal,Low
COMP_08213,Component CALL 49,Electronic,Medium
COMP_08214,Component OVER 38,Metal,Medium
COMP_08215,Component INDEED 96,Metal,High
COMP_08216,Component FOREIGN 57,Chemical,High
COMP_08217,Component COMPARE 20,Electronic,Low
COMP_08218,Component THUS 57,Metal,Medium
COMP_08219,Component FACT 95,Electronic,Medium
COMP_08220,Component SENSE 46,Plastic,Medium
COMP_08221,Component VOTE 89,Plastic,High
COMP_08222,Component ASSUME 19,Plastic,High
COMP_08223,Component TOWARD 10,Electronic,Low
COMP_08224,Component FEAR 12,Metal,High
COMP_08225,Component SPACE 83,Metal,Low
COMP_08226,Component DEAL 18,Chemical,Low
COMP_08227,Component INSTITUTION 44,Chemical,Low
COMP_08228,Component HISTORY 25,Chemical,Medium
COMP_08229,Component FILL 42,Electronic,High
COMP_08230,Component SIZE 40,Plastic,Low
COMP_08231,Component GAME 88,Metal,High
COMP_08232,Component BASE 63,Metal,Low
COMP_08233,Component PERFORMANCE 70,Chemical,High
COMP_08234,Component BAD 21,Chemical,Low
COMP_08235,Component SEEM 11,Electronic,Medium
COMP_08236,Component YEAH 92,Electronic,Low
COMP_08237,Component THREE 22,Electronic,High
COMP_08238,Component LAST 47,Electronic,High
COMP_08239,Component APPLY 52,Chemical,Medium
COMP_08240,Component APPLY 87,Plastic,High
COMP_08241,Component PUSH 62,Plastic,High
COMP_08242,Component COST 87,Electronic,Medium
COMP_08243,Component SECTION 89,Chemical,Low
COMP_08244,Component CERTAINLY 78,Plastic,High
COMP_08245,Component CIVIL 16,Plastic,Low
COMP_08246,Component LATE 92,Electronic,Low
COMP_08247,Component RESPONSIBILITY 63,Metal,Low
COMP_08248,Component GIVE 45,Electronic,Low
COMP_08249,Component WHEN 65,Chemical,Low
COMP_08250,Component SEEK 37,Electronic,Low
COMP_08251,Component KNOWLEDGE 86,Metal,Low
COMP_08252,Component MIND 70,Metal,Medium
COMP_08253,Component UNDER 19,Chemical,High
COMP_08254,Component PICK 79,Plastic,Medium
COMP_08255,Component PRESENT 91,Metal,Medium
COMP_08256,Component CLOSE 79,Chemical,Medium
COMP_08257,Component KITCHEN 93,Plastic,High
COMP_08258,Component HOW 53,Metal,Low
COMP_08259,Component CENTER 27,Plastic,Low
COMP_08260,Component FIVE 73,Plastic,High
COMP_08261,Component DROP 23,Chemical,Medium
COMP_08262,Component TOTAL 81,Chemical,High
COMP_08263,Component FALL 13,Plastic,Medium
COMP_08264,Component WEAR 99,Plastic,High
COMP_08265,Component SERIES 12,Electronic,Low
COMP_08266,Component SHOULDER 45,Electronic,Low
COMP_08267,Component SKIN 41,Chemical,Low
COMP_08268,Component BILL 82,Plastic,Medium
COMP_08269,Component VOICE 31,Chemical,Low
COMP_08270,Component MAJOR 24,Chemical,Low
COMP_08271,Component STORE 18,Plastic,Medium
COMP_08272,Component OF 69,Chemical,Low
COMP_08273,Component REALLY 55,Chemical,Medium
COMP_08274,Component ATTENTION 38,Plastic,Medium
COMP_08275,Component TIME 92,Electronic,Low
COMP_08276,Component FIVE 58,Plastic,High
COMP_08277,Component NECESSARY 40,Electronic,Low
COMP_08278,Component RESEARCH 59,Plastic,High
COMP_08279,Component SINCE 57,Metal,High
COMP_08280,Component AND 90,Chemical,Medium
COMP_08281,Component NOTE 92,Metal,Medium
COMP_08282,Component POOR 91,Metal,Medium
COMP_08283,Component SEA 93,Chemical,Low
COMP_08284,Component YOUR 20,Plastic,High
COMP_08285,Component IMPROVE 31,Chemical,High
COMP_08286,Component HERSELF 22,Electronic,Low
COMP_08287,Component SHOULDER 58,Chemical,Medium
COMP_08288,Component RATE 95,Metal,High
COMP_08289,Component WITHIN 89,Electronic,Medium
COMP_08290,Component OPEN 60,Electronic,Medium
COMP_08291,Component IDEA 62,Metal,High
COMP_08292,Component BOARD 65,Plastic,Low
COMP_08293,Component FIRE 17,Plastic,Medium
COMP_08294,Component INVOLVE 88,Chemical,High
COMP_08295,Component POSITION 65,Chemical,Medium
COMP_08296,Component CIVIL 92,Electronic,Medium
COMP_08297,Component REALIZE 66,Chemical,Low
COMP_08298,Component THANK 62,Chemical,High
COMP_08299,Component WHOLE 10,Electronic,High
COMP_08300,Component BUT 21,Metal,High
COMP_08301,Component ROLE 80,Electronic,Low
COMP_08302,Component BALL 28,Plastic,Low
COMP_08303,Component THUS 18,Electronic,Low
COMP_08304,Component PASS 11,Metal,High
COMP_08305,Component DOCTOR 92,Plastic,High
COMP_08306,Component TELEVISION 37,Metal,Medium
COMP_08307,Component RESPONSE 38,Chemical,Medium
COMP_08308,Component I 88,Plastic,Medium
COMP_08309,Component NOTHING 11,Metal,High
COMP_08310,Component MAJORITY 25,Chemical,Low
COMP_08311,Component SOCIAL 95,Metal,Medium
COMP_08312,Component HIM 52,Plastic,Medium
COMP_08313,Component MEASURE 69,Chemical,Low
COMP_08314,Component FACE 45,Chemical,High
COMP_08315,Component BELIEVE 57,Chemical,Medium
