id,name,tier,country_id,esg_score,carbon_intensity
SUP_T3_06908,"Hernandez, Ortiz and Nelson Raw",3,CG,79.0,123.1
SUP_T3_06909,"Guzman, Chang and Hooper Raw",3,SB,34.9,499.9
SUP_T3_06910,"Garrison, Donovan and Evans Raw",3,BN,49.3,732.7
SUP_T3_06911,Mcdonald-Murphy Raw,3,NP,51.9,63.9
SUP_T3_06912,"Moore, Williams and Marshall Raw",3,DJ,65.2,114.7
SUP_T3_06913,"Gilbert, Cross and Davis Raw",3,UA,88.8,706.4
SUP_T3_06914,Rosales-Weeks Raw,3,ZW,33.9,401.0
SUP_T3_06915,Pacheco PLC Raw,3,GE,67.6,167.6
SUP_T3_06916,"Mullen, Kennedy and Martin Raw",3,GD,41.2,496.8
SUP_T3_06917,Rogers-Black Raw,3,TW,66.9,597.9
SUP_T3_06918,"Rodgers, Nelson and Scott Raw",3,TJ,46.5,688.1
SUP_T3_06919,Johnston and Sons Raw,3,SM,34.9,103.3
SUP_T3_06920,White-Pruitt Raw,3,NL,58.4,171.3
SUP_T3_06921,"Cordova, Reed and Fernandez Raw",3,HR,50.2,437.1
SUP_T3_06922,Whitney Group Raw,3,MV,74.3,252.8
SUP_T3_06923,"Lopez, Smith and Brown Raw",3,ML,32.6,83.1
SUP_T3_06924,"Stanley, Kelly and Pham Raw",3,LU,55.3,464.5
SUP_T3_06925,Hudson Group Raw,3,CG,88.2,309.9
SUP_T3_06926,Shields-Brandt Raw,3,SM,80.4,785.0
SUP_T3_06927,"Beck, Morris and Morris Raw",3,TV,69.4,790.5
SUP_T3_06928,Sandoval PLC Raw,3,UA,63.4,546.5
SUP_T3_06929,Rivera Ltd Raw,3,SN,57.4,65.5
SUP_T3_06930,Marks-Fisher Raw,3,TV,47.1,207.7
SUP_T3_06931,Park PLC Raw,3,GE,56.8,564.2
SUP_T3_06932,Coleman-Greene Raw,3,PE,49.8,795.8
SUP_T3_06933,Smith LLC Raw,3,PL,82.4,366.3
SUP_T3_06934,"Valdez, Rodriguez and Deleon Raw",3,GR,72.1,460.4
SUP_T3_06935,Vincent-Nelson Raw,3,TN,79.1,596.7
SUP_T3_06936,Carter Ltd Raw,3,DZ,36.2,570.9
SUP_T3_06937,"Mitchell, Webb and Johnson Raw",3,ME,37.7,208.3
SUP_T3_06938,Dudley LLC Raw,3,DJ,46.4,190.4
SUP_T3_06939,Armstrong Inc Raw,3,JP,77.1,558.8
SUP_T3_06940,Kemp-West Raw,3,DZ,38.1,733.4
SUP_T3_06941,Parker LLC Raw,3,ME,64.3,79.8
SUP_T3_06942,Williams-Mcmillan Raw,3,CV,84.2,281.2
SUP_T3_06943,Norris-Merritt Raw,3,BJ,76.9,88.0
SUP_T3_06944,Patel-Washington Raw,3,HN,78.5,404.8
SUP_T3_06945,Hughes-Cisneros Raw,3,NP,83.9,678.2
SUP_T3_06946,Raymond PLC Raw,3,MV,58.8,266.6
SUP_T3_06947,Cook and Sons Raw,3,TH,44.6,723.4
SUP_T3_06948,"Herrera, Johnson and Williamson Raw",3,ST,86.6,448.6
SUP_T3_06949,"Brown, Moran and Gallegos Raw",3,IQ,56.4,552.0
SUP_T3_06950,Adams Group Raw,3,GR,86.7,120.9
SUP_T3_06951,Burton-Leonard Raw,3,UA,32.2,568.1
SUP_T3_06952,"Smith, Baker and Hampton Raw",3,GH,45.0,530.7
SUP_T3_06953,Gregory and Sons Raw,3,MM,67.7,556.1
SUP_T3_06954,Smith PLC Raw,3,SA,30.9,248.1
SUP_T3_06955,Hutchinson-Bryant Raw,3,IT,32.7,165.5
SUP_T3_06956,Riggs Group Raw,3,LY,30.9,635.7
SUP_T3_06957,"Hampton, Potter and Galvan Raw",3,AE,82.5,392.5
SUP_T3_06958,Gray-Rosario Raw,3,PK,89.0,669.6
SUP_T3_06959,Luna-Reed Raw,3,BY,85.8,686.7
SUP_T3_06960,Hicks-Grant Raw,3,IR,50.7,387.0
SUP_T3_06961,Mcdowell-Ward Raw,3,SN,50.8,298.9
SUP_T3_06962,"Huber, Gill and Adams Raw",3,KW,63.4,755.5
SUP_T3_06963,"Woods, Jackson and Morales Raw",3,SM,51.6,593.5
SUP_T3_06964,"Kennedy, Walker and Williams Raw",3,TN,75.7,250.5
SUP_T3_06965,Cooper LLC Raw,3,SA,58.6,175.9
SUP_T3_06966,Davidson-Peterson Raw,3,BG,48.6,779.9
SUP_T3_06967,Allen Group Raw,3,SO,36.7,83.7
SUP_T3_06968,"Hicks, Taylor and Baker Raw",3,ST,40.5,314.3
SUP_T3_06969,"Daugherty, Mitchell and Gibson Raw",3,BG,68.5,305.4
SUP_T3_06970,Meyers-Norris Raw,3,YE,44.3,383.5
SUP_T3_06971,Watson-Murphy Raw,3,TW,50.9,488.7
SUP_T3_06972,"Cruz, Hubbard and Olson Raw",3,TW,47.2,391.3
SUP_T3_06973,Morrison-Rogers Raw,3,JP,79.1,567.1
SUP_T3_06974,Farrell PLC Raw,3,MM,52.3,296.7
SUP_T3_06975,Garza Ltd Raw,3,TH,42.7,196.9
SUP_T3_06976,Gonzalez Ltd Raw,3,GD,55.6,732.1
SUP_T3_06977,Foley-Cox Raw,3,VC,81.2,441.9
SUP_T3_06978,"Bailey, Elliott and Martin Raw",3,LA,68.9,198.4
SUP_T3_06979,"Warren, Garcia and Lee Raw",3,BA,81.3,323.0
SUP_T3_06980,"Hernandez, Jones and Contreras Raw",3,BN,49.5,259.6
SUP_T3_06981,Boone-Zamora Raw,3,LU,64.5,754.4
SUP_T3_06982,"Miller, Meyer and Valencia Raw",3,LY,44.8,748.3
SUP_T3_06983,"Steele, Alexander and Bowers Raw",3,DJ,47.3,512.0
SUP_T3_06984,Everett-Lee Raw,3,CU,80.8,717.8
SUP_T3_06985,Gallegos PLC Raw,3,UY,34.9,54.4
SUP_T3_06986,"Stanton, Cline and Meyer Raw",3,VC,72.8,333.1
SUP_T3_06987,"Moore, Garcia and Green Raw",3,CU,47.7,663.4
SUP_T3_06988,"Perry, Carrillo and Ruiz Raw",3,IR,33.1,248.0
SUP_T3_06989,"Harris, Fields and Rowe Raw",3,DZ,82.0,439.8
SUP_T3_06990,Terry-Black Raw,3,DJ,56.3,796.1
SUP_T3_06991,"Lewis, Wagner and Miller Raw",3,CM,71.1,480.1
SUP_T3_06992,"Mclaughlin, Haynes and Fox Raw",3,BJ,58.2,799.1
SUP_T3_06993,Trujillo-Reyes Raw,3,BD,88.2,279.3
SUP_T3_06994,"Stewart, Craig and Fernandez Raw",3,AE,53.4,761.4
SUP_T3_06995,Miller PLC Raw,3,MV,64.9,586.5
SUP_T3_06996,Walters-Martin Raw,3,GH,34.9,523.9
SUP_T3_06997,Stein Group Raw,3,UY,72.0,444.8
SUP_T3_06998,"Fitzgerald, Bowman and Johnson Raw",3,AE,78.3,337.3
SUP_T3_06999,Lee-Brown Raw,3,MN,61.4,91.8
SUP_T3_07000,Smith-Flores Raw,3,BZ,41.3,642.1
SUP_T3_07001,Evans-Taylor Raw,3,GH,68.1,171.9
SUP_T3_07002,"Cooley, Schmidt and Noble Raw",3,AU,84.3,385.3
SUP_T3_07003,Howell-Medina Raw,3,LK,68.4,70.8
SUP_T3_07004,Henderson-Morris Raw,3,GE,41.6,98.6
SUP_T3_07005,"Pitts, Davis and Jackson Raw",3,GH,31.2,288.9
SUP_T3_07006,"Davis, Johnson and Stone Raw",3,NP,48.0,155.0
SUP_T3_07007,Camacho-Rodriguez Raw,3,MV,75.1,276.5
SUP_T3_07008,"Neal, Allen and Perkins Raw",3,KZ,67.3,453.3
SUP_T3_07009,Rodriguez-Doyle Raw,3,BA,55.4,290.7
SUP_T3_07010,"Hays, Murphy and Love Raw",3,TJ,68.4,361.8
SUP_T3_07011,Thompson LLC Raw,3,UY,43.6,422.0
SUP_T3_07012,"Black, Oconnell and White Raw",3,TG,57.1,207.3
SUP_T3_07013,Flores-Porter Raw,3,CG,71.7,231.3
SUP_T3_07014,Cannon and Sons Raw,3,MM,36.5,602.4
SUP_T3_07015,"Marshall, Wise and Cook Raw",3,FI,49.7,587.6
SUP_T3_07016,Carlson-Robertson Raw,3,IN,40.6,327.3
SUP_T3_07017,Harris-Simpson Raw,3,CG,33.3,611.9
SUP_T3_07018,Moore Inc Raw,3,JP,50.9,677.5
SUP_T3_07019,Scott-Orr Raw,3,BW,85.0,624.4
SUP_T3_07020,Anderson Ltd Raw,3,LU,78.7,398.9
SUP_T3_07021,Williams Group Raw,3,BD,50.0,732.8
SUP_T3_07022,Harrington Group Raw,3,JP,65.8,435.7
SUP_T3_07023,Hall-Phillips Raw,3,KW,42.1,421.9
SUP_T3_07024,Clark Ltd Raw,3,UA,39.2,124.7
SUP_T3_07025,Smith-Banks Raw,3,ML,68.0,767.6
SUP_T3_07026,"Bennett, Choi and Sanchez Raw",3,PE,61.5,105.7
SUP_T3_07027,Sanders-Jones Raw,3,IR,30.2,523.5
SUP_T3_07028,Little-Vargas Raw,3,NP,53.3,672.8
SUP_T3_07029,"Beck, Simpson and Cain Raw",3,HR,42.5,259.9
SUP_T3_07030,Hernandez-Ward Raw,3,GH,30.1,537.2
SUP_T3_07031,"Liu, Adams and Bowman Raw",3,IR,88.2,206.0
SUP_T3_07032,"Perez, Bell and Brennan Raw",3,HN,53.9,105.4
SUP_T3_07033,Anderson-Gonzalez Raw,3,BG,68.3,494.3
SUP_T3_07034,Leblanc-Diaz Raw,3,TV,32.3,178.3
SUP_T3_07035,Cross-Bauer Raw,3,DJ,35.7,590.8
SUP_T3_07036,Herrera-Jackson Raw,3,UY,46.1,529.9
SUP_T3_07037,Schultz and Sons Raw,3,MT,86.8,690.8
SUP_T3_07038,"Frey, Cook and Rios Raw",3,TJ,58.5,537.2
SUP_T3_07039,Wiley LLC Raw,3,IR,85.4,324.4
SUP_T3_07040,Snow Ltd Raw,3,FI,73.8,645.7
SUP_T3_07041,Lang-Mosley Raw,3,MM,62.2,177.1
SUP_T3_07042,Gallagher Inc Raw,3,ST,68.0,613.4
SUP_T3_07043,Holder PLC Raw,3,YE,50.0,541.4
SUP_T3_07044,Smith LLC Raw,3,DJ,82.6,242.4
SUP_T3_07045,"Schmidt, Munoz and Kennedy Raw",3,MN,85.7,749.6
SUP_T3_07046,"Martin, Adams and Hunter Raw",3,TG,32.7,354.2
SUP_T3_07047,Walton Group Raw,3,BW,87.7,795.1
SUP_T3_07048,"Norton, Baird and Ortega Raw",3,IS,30.3,324.2
SUP_T3_07049,Cook LLC Raw,3,UG,84.8,151.4
SUP_T3_07050,Allen-Wood Raw,3,HN,80.7,173.8
SUP_T3_07051,"Brown, Carrillo and Hawkins Raw",3,BJ,33.1,418.9
SUP_T3_07052,Salazar Group Raw,3,PL,55.1,646.0
SUP_T3_07053,Moreno-Price Raw,3,CM,43.1,324.5
SUP_T3_07054,"Williams, Sawyer and Moran Raw",3,SN,54.1,431.8
SUP_T3_07055,Dawson-Clark Raw,3,AU,61.5,165.4
SUP_T3_07056,Solomon Inc Raw,3,FI,83.0,509.4
SUP_T3_07057,Hanson-Navarro Raw,3,BA,47.8,642.7
SUP_T3_07058,Sullivan Group Raw,3,GD,32.6,308.9
SUP_T3_07059,Lane LLC Raw,3,HN,59.3,769.3
SUP_T3_07060,Torres Group Raw,3,IN,84.4,52.5
SUP_T3_07061,Johnson-Gibson Raw,3,PE,54.4,341.2
SUP_T3_07062,Smith-Gutierrez Raw,3,JP,30.6,238.9
SUP_T3_07063,Reed-Morris Raw,3,PL,31.6,391.2
SUP_T3_07064,"Hubbard, Schultz and Adkins Raw",3,MN,30.9,359.3
SUP_T3_07065,"Sanders, Nichols and Sanders Raw",3,LA,50.8,292.4
SUP_T3_07066,"Crawford, Mccormick and Joseph Raw",3,LK,68.7,292.3
SUP_T3_07067,Martin and Sons Raw,3,LA,82.1,422.6
SUP_T3_07068,White-King Raw,3,IT,39.8,176.9
SUP_T3_07069,Brown and Sons Raw,3,BY,32.5,230.2
SUP_T3_07070,"Brown, Garcia and Johnson Raw",3,UA,54.0,567.7
SUP_T3_07071,Phelps-Harrison Raw,3,VC,82.0,670.0
SUP_T3_07072,Stevenson and Sons Raw,3,SO,80.3,125.5
SUP_T3_07073,Blake-Morgan Raw,3,YE,52.9,231.6
SUP_T3_07074,Gill Inc Raw,3,HT,75.7,647.7
SUP_T3_07075,Hendrix-Thomas Raw,3,UY,80.7,786.5
SUP_T3_07076,Daugherty and Sons Raw,3,AF,80.0,781.9
SUP_T3_07077,"Sanders, Anderson and Thomas Raw",3,DJ,62.9,131.6
SUP_T3_07078,Spencer Ltd Raw,3,AF,43.0,465.3
SUP_T3_07079,Adams Ltd Raw,3,NL,46.2,586.8
SUP_T3_07080,Fields LLC Raw,3,PE,68.2,747.4
SUP_T3_07081,Taylor-Green Raw,3,ZW,38.2,245.9
SUP_T3_07082,"Moore, Mitchell and Johnson Raw",3,DJ,40.2,229.9
SUP_T3_07083,Vazquez Ltd Raw,3,DJ,43.9,148.6
SUP_T3_07084,Smith Inc Raw,3,UA,30.9,122.4
SUP_T3_07085,Anderson PLC Raw,3,PE,56.9,753.7
SUP_T3_07086,"Jackson, Hopkins and Martin Raw",3,GM,62.7,554.1
SUP_T3_07087,"Young, Brown and Willis Raw",3,FI,69.7,299.7
SUP_T3_07088,Bradley-Klein Raw,3,NP,64.0,585.6
SUP_T3_07089,Rogers and Sons Raw,3,MT,50.1,619.2
SUP_T3_07090,"Morris, James and Fields Raw",3,GE,88.4,137.4
SUP_T3_07091,Bright-White Raw,3,NP,89.8,187.8
SUP_T3_07092,Shannon-Horton Raw,3,HR,83.7,572.2
SUP_T3_07093,Russell-Freeman Raw,3,HR,54.5,416.1
SUP_T3_07094,Mitchell-Lam Raw,3,IR,47.2,724.7
SUP_T3_07095,"Molina, Villanueva and Carlson Raw",3,MV,75.2,723.7
SUP_T3_07096,Ellis-Peck Raw,3,CU,57.5,750.5
SUP_T3_07097,Bennett LLC Raw,3,PK,52.6,728.8
SUP_T3_07098,Arnold Inc Raw,3,DZ,63.1,50.2
SUP_T3_07099,"Marshall, Harper and Myers Raw",3,CH,32.4,90.3
SUP_T3_07100,Bennett and Sons Raw,3,YE,83.8,228.1
SUP_T3_07101,Fry-Browning Raw,3,UA,37.7,761.3
SUP_T3_07102,"Montes, Henderson and Franco Raw",3,NL,73.3,300.8
SUP_T3_07103,Fisher Group Raw,3,SO,80.4,172.9
SUP_T3_07104,"Randolph, Norman and Patterson Raw",3,AU,59.4,749.4
SUP_T3_07105,"Thomas, Morris and George Raw",3,IN,55.8,490.8
SUP_T3_07106,"Armstrong, Zimmerman and Hancock Raw",3,BZ,49.3,498.7
SUP_T3_07107,Stephens Ltd Raw,3,SM,64.3,580.8
SUP_T3_07108,Vazquez and Sons Raw,3,CU,41.7,594.7
SUP_T3_07109,"Moore, Ramirez and Martin Raw",3,BY,71.5,195.7
SUP_T3_07110,Martin and Sons Raw,3,SA,39.4,259.5
SUP_T3_07111,"Dickerson, Gonzalez and Le Raw",3,GM,65.6,174.3
SUP_T3_07112,Gonzalez LLC Raw,3,NO,86.8,690.6
SUP_T3_07113,Bowen and Sons Raw,3,IN,61.3,639.8
SUP_T3_07114,Guzman-Johnson Raw,3,IN,60.0,745.9
SUP_T3_07115,Washington Inc Raw,3,LU,73.3,213.1
SUP_T3_07116,"Hensley, Carter and Hatfield Raw",3,GR,53.1,414.0
SUP_T3_07117,Rich Ltd Raw,3,GR,76.3,696.3
SUP_T3_07118,Lutz LLC Raw,3,BZ,85.2,663.6
SUP_T3_07119,Jackson LLC Raw,3,GD,82.6,565.6
SUP_T3_07120,Lopez and Sons Raw,3,HR,48.0,178.8
SUP_T3_07121,Shepherd-Hughes Raw,3,KZ,85.5,189.1
SUP_T3_07122,"Johnson, Ortega and Newman Raw",3,DJ,45.1,327.3
SUP_T3_07123,Johnston and Sons Raw,3,BA,70.5,441.8
SUP_T3_07124,"Schneider, Johnson and Perry Raw",3,CM,64.5,220.0
SUP_T3_07125,Benson PLC Raw,3,BN,32.1,361.2
SUP_T3_07126,"Lopez, Day and Stevens Raw",3,NO,71.6,510.2
SUP_T3_07127,Gomez and Sons Raw,3,LY,41.8,765.8
SUP_T3_07128,Tran-Burnett Raw,3,HR,36.8,742.4
SUP_T3_07129,Clark PLC Raw,3,KZ,63.2,659.3
SUP_T3_07130,Romero-Harding Raw,3,MT,42.4,441.7
SUP_T3_07131,French-Miller Raw,3,TW,68.6,486.9
SUP_T3_07132,"Smith, Allen and Johnson Raw",3,HT,73.9,655.0
SUP_T3_07133,"Garner, Peterson and Olson Raw",3,IS,50.4,621.8
SUP_T3_07134,"Reed, Hicks and Esparza Raw",3,BJ,50.4,411.7
SUP_T3_07135,Stokes-Woods Raw,3,BN,33.6,574.5
SUP_T3_07136,White Ltd Raw,3,BY,50.7,731.8
SUP_T3_07137,"Lee, Smith and Smith Raw",3,PE,43.5,605.8
SUP_T3_07138,Sawyer-Jones Raw,3,LY,30.8,411.5
SUP_T3_07139,Morrison-Turner Raw,3,GH,82.4,102.5
SUP_T3_07140,Long-Bryant Raw,3,SB,66.2,277.6
SUP_T3_07141,Ball-Mullins Raw,3,ZW,53.6,392.3
SUP_T3_07142,Paul Inc Raw,3,CH,73.1,614.9
SUP_T3_07143,Kelley-Singh Raw,3,GM,74.6,123.5
SUP_T3_07144,"James, Cox and Hawkins Raw",3,YE,74.4,765.6
SUP_T3_07145,Duncan-Beck Raw,3,IR,82.2,81.0
SUP_T3_07146,Ellis Ltd Raw,3,IR,64.3,548.4
SUP_T3_07147,Francis LLC Raw,3,IT,57.5,754.0
SUP_T3_07148,Byrd LLC Raw,3,DZ,74.8,299.7
SUP_T3_07149,"Contreras, Baker and Garrett Raw",3,PE,70.6,326.7
SUP_T3_07150,Reese Inc Raw,3,FI,83.5,127.5
SUP_T3_07151,Kelly-Jenkins Raw,3,ME,74.8,96.6
SUP_T3_07152,"Turner, Jones and Henderson Raw",3,PL,51.3,357.9
SUP_T3_07153,Griffin-Kemp Raw,3,ZW,88.7,157.1
SUP_T3_07154,"Johnson, Holland and Hudson Raw",3,KW,56.7,722.3
SUP_T3_07155,Herring-Stevenson Raw,3,SA,31.6,535.5
SUP_T3_07156,"Morales, Webb and Wright Raw",3,FI,87.0,604.2
SUP_T3_07157,Underwood-Jackson Raw,3,BG,48.1,76.6
SUP_T3_07158,Kirby-Nguyen Raw,3,IN,55.5,250.0
SUP_T3_07159,Good and Sons Raw,3,JP,80.5,293.7
SUP_T3_07160,Jordan LLC Raw,3,IN,88.7,166.9
SUP_T3_07161,"Oconnor, Taylor and Russell Raw",3,SB,49.2,687.8
SUP_T3_07162,Phillips and Sons Raw,3,CM,38.4,356.0
SUP_T3_07163,Oneill-Dominguez Raw,3,AU,47.7,215.5
SUP_T3_07164,Mendoza LLC Raw,3,UA,71.7,729.3
SUP_T3_07165,Preston Ltd Raw,3,BD,58.7,308.9
SUP_T3_07166,Lee-Wilson Raw,3,BJ,41.4,139.8
SUP_T3_07167,"Brown, Lowe and Boyle Raw",3,AU,50.1,682.5
SUP_T3_07168,"Wright, Lozano and Harvey Raw",3,KW,62.0,537.9
SUP_T3_07169,"Diaz, Barber and Vaughan Raw",3,GR,67.1,719.9
SUP_T3_07170,"Huerta, Martin and Cox Raw",3,HN,44.4,776.0
SUP_T3_07171,"Heath, Morales and Willis Raw",3,BW,74.8,189.8
SUP_T3_07172,Kim-Ford Raw,3,HN,39.8,694.9
SUP_T3_07173,Gonzales-Garrett Raw,3,BG,46.5,383.2
SUP_T3_07174,Roberts-Martin Raw,3,BA,62.9,96.3
SUP_T3_07175,Burton-Booth Raw,3,BA,69.0,551.0
SUP_T3_07176,Owens Ltd Raw,3,BZ,46.9,429.7
SUP_T3_07177,"Johnson, Warren and Navarro Raw",3,MT,32.2,787.0
SUP_T3_07178,"Jones, Johnson and Taylor Raw",3,GR,57.6,109.5
SUP_T3_07179,Mills-Smith Raw,3,GD,73.9,599.9
SUP_T3_07180,Obrien-Phillips Raw,3,VC,38.1,799.7
SUP_T3_07181,Garcia Ltd Raw,3,BZ,61.4,57.0
SUP_T3_07182,"Olson, Moran and Delgado Raw",3,LA,66.4,273.0
SUP_T3_07183,Ramirez PLC Raw,3,PE,36.3,604.2
SUP_T3_07184,Serrano Ltd Raw,3,AE,48.4,489.8
SUP_T3_07185,"Brown, Jackson and Lee Raw",3,IS,31.5,242.1
SUP_T3_07186,Dennis LLC Raw,3,AU,79.6,543.4
SUP_T3_07187,"Thompson, Johnson and Carroll Raw",3,UA,56.4,574.0
SUP_T3_07188,Smith Group Raw,3,BW,73.9,654.2
SUP_T3_07189,Brown-Baker Raw,3,LU,90.0,262.4
SUP_T3_07190,Jones Group Raw,3,BD,31.0,768.2
SUP_T3_07191,Lambert LLC Raw,3,BZ,33.4,248.7
SUP_T3_07192,"Faulkner, Jones and Owen Raw",3,PE,34.4,393.8
SUP_T3_07193,Floyd-Robinson Raw,3,HR,71.1,205.2
SUP_T3_07194,Luna-Palmer Raw,3,GR,78.0,327.9
SUP_T3_07195,"Stewart, Hughes and Smith Raw",3,AR,43.0,323.3
SUP_T3_07196,Wallace-Patrick Raw,3,CG,60.8,462.2
SUP_T3_07197,"Wilson, Wilson and Boyd Raw",3,LK,53.2,61.6
SUP_T3_07198,Pineda-Cook Raw,3,SB,56.7,657.4
SUP_T3_07199,Knight Inc Raw,3,ME,46.0,248.7
SUP_T3_07200,Ball-Velazquez Raw,3,MT,50.7,104.0
SUP_T3_07201,Williams-Moore Raw,3,BG,31.3,313.4
SUP_T3_07202,Osborne-Fernandez Raw,3,BJ,73.2,748.5
SUP_T3_07203,Garcia LLC Raw,3,SO,33.1,167.1
SUP_T3_07204,Wilson Ltd Raw,3,KZ,76.7,454.9
SUP_T3_07205,Thompson-Hardy Raw,3,ME,36.3,301.2
SUP_T3_07206,Scott LLC Raw,3,NL,34.8,582.0
SUP_T3_07207,"Lee, Rodriguez and Long Raw",3,LU,81.9,403.2
SUP_T3_07208,"Vincent, Richmond and Smith Raw",3,TJ,45.4,613.6
SUP_T3_07209,Mckay-Marks Raw,3,LY,45.8,76.8
SUP_T3_07210,Valentine LLC Raw,3,VC,68.8,366.4
SUP_T3_07211,Martinez Ltd Raw,3,GE,30.6,241.1
SUP_T3_07212,Crawford Group Raw,3,TV,41.2,288.2
SUP_T3_07213,Lopez Inc Raw,3,PK,37.3,574.1
SUP_T3_07214,Thomas-Gross Raw,3,TV,42.0,722.5
SUP_T3_07215,"Wong, Torres and Cervantes Raw",3,BY,38.7,379.0
SUP_T3_07216,"Thompson, House and Dunn Raw",3,GE,74.0,459.3
SUP_T3_07217,Ball-Johnson Raw,3,MM,49.3,593.5
SUP_T3_07218,"Patterson, Watkins and Stewart Raw",3,LU,48.0,65.0
SUP_T3_07219,Hess Group Raw,3,CG,56.2,643.4
SUP_T3_07220,Garcia Inc Raw,3,TN,70.5,146.2
SUP_T3_07221,"Moss, Austin and Young Raw",3,MT,78.8,355.6
SUP_T3_07222,Whitaker PLC Raw,3,TJ,70.3,742.1
SUP_T3_07223,Raymond Ltd Raw,3,TG,76.9,674.9
SUP_T3_07224,Barton-Johnson Raw,3,TJ,86.6,578.9
SUP_T3_07225,"Carr, Wagner and Martin Raw",3,BJ,76.4,69.3
SUP_T3_07226,"Hensley, Hayes and Zimmerman Raw",3,SA,36.9,676.0
SUP_T3_07227,"Taylor, Haynes and Sparks Raw",3,CV,86.5,132.9
SUP_T3_07228,Black Group Raw,3,IT,69.7,684.0
SUP_T3_07229,Quinn-Rogers Raw,3,BY,61.0,385.6
SUP_T3_07230,"Boyer, Scott and Hernandez Raw",3,MM,74.0,301.6
SUP_T3_07231,Baker-Lee Raw,3,ML,67.4,650.4
SUP_T3_07232,"Rivera, Williams and Sullivan Raw",3,FI,68.2,273.4
SUP_T3_07233,Newman-Mendoza Raw,3,IQ,79.2,161.5
SUP_T3_07234,"Giles, Hamilton and Larson Raw",3,TN,45.6,180.3
SUP_T3_07235,Larsen-Shannon Raw,3,YE,62.0,582.4
SUP_T3_07236,"Brown, Miller and Cook Raw",3,LA,80.4,720.7
SUP_T3_07237,Cunningham Ltd Raw,3,AU,82.7,78.1
SUP_T3_07238,Hale Group Raw,3,AU,87.1,178.3
SUP_T3_07239,Fuentes and Sons Raw,3,IT,71.9,401.2
SUP_T3_07240,Fitzgerald Group Raw,3,BJ,41.3,601.9
SUP_T3_07241,Jimenez-Black Raw,3,TV,58.2,513.1
SUP_T3_07242,"Cruz, Ellis and Jones Raw",3,MT,69.8,391.6
SUP_T3_07243,Smith-Vazquez Raw,3,SA,34.0,419.9
SUP_T3_07244,King Inc Raw,3,TW,71.5,151.1
SUP_T3_07245,"Lynch, Walker and Howard Raw",3,ST,60.2,644.3
SUP_T3_07246,"Neal, Tanner and Lee Raw",3,SN,35.0,571.0
SUP_T3_07247,Holder Group Raw,3,CM,41.5,621.5
SUP_T3_07248,"White, Hoffman and Powers Raw",3,SN,57.3,183.8
SUP_T3_07249,Cruz-Poole Raw,3,BY,70.3,643.6
SUP_T3_07250,Day-Smith Raw,3,TH,35.0,582.9
SUP_T3_07251,Mckenzie-Stark Raw,3,NO,31.0,384.7
SUP_T3_07252,"Cain, Nguyen and Wilson Raw",3,DJ,65.4,775.4
SUP_T3_07253,James Group Raw,3,ME,70.8,336.0
SUP_T3_07254,Keith PLC Raw,3,BG,33.5,561.5
SUP_T3_07255,Tapia-Henderson Raw,3,GH,87.1,367.5
SUP_T3_07256,Madden Inc Raw,3,ME,88.7,688.1
SUP_T3_07257,"Nelson, Nunez and Weber Raw",3,IS,63.3,51.2
SUP_T3_07258,"Bradley, Barrett and Powers Raw",3,TG,67.5,606.7
SUP_T3_07259,Myers-Webb Raw,3,BY,69.5,553.7
SUP_T3_07260,Smith-Rice Raw,3,AE,53.5,412.6
SUP_T3_07261,Barron and Sons Raw,3,KW,31.2,446.5
SUP_T3_07262,Velasquez PLC Raw,3,MT,83.3,205.1
SUP_T3_07263,"Cordova, Williams and Myers Raw",3,BN,32.6,343.3
SUP_T3_07264,Day-Snyder Raw,3,BG,68.6,419.9
SUP_T3_07265,Conner LLC Raw,3,AR,77.5,305.3
SUP_T3_07266,Smith-Brewer Raw,3,IS,61.6,69.9
SUP_T3_07267,"Johnson, Decker and Williams Raw",3,LK,50.4,741.1
SUP_T3_07268,"Brown, Robinson and Butler Raw",3,ST,62.9,82.3
SUP_T3_07269,"Lopez, Williams and Mckinney Raw",3,BY,51.6,568.9
SUP_T3_07270,"Gallegos, Bell and Cherry Raw",3,SA,79.8,313.6
SUP_T3_07271,Vance-Reilly Raw,3,PL,83.5,746.1
SUP_T3_07272,Marsh-Richards Raw,3,MM,78.0,488.8
SUP_T3_07273,"Roberts, Jones and Martinez Raw",3,JP,76.5,683.2
SUP_T3_07274,Butler Group Raw,3,FI,42.7,99.4
SUP_T3_07275,Watson Ltd Raw,3,ST,52.3,574.4
SUP_T3_07276,Carlson PLC Raw,3,GD,56.4,119.2
SUP_T3_07277,"Schmitt, Alexander and Davis Raw",3,NL,75.7,428.6
SUP_T3_07278,Farmer PLC Raw,3,MM,66.7,452.5
SUP_T3_07279,Harmon LLC Raw,3,KW,59.6,247.6
SUP_T3_07280,"Wiley, Clark and Snyder Raw",3,AR,44.2,678.2
SUP_T3_07281,Bishop-Young Raw,3,UY,57.0,259.3
SUP_T3_07282,Cole LLC Raw,3,UY,88.4,625.1
SUP_T3_07283,"Bass, Dominguez and Dickson Raw",3,SB,56.3,328.5
SUP_T3_07284,Graham-Cook Raw,3,GD,46.7,669.3
SUP_T3_07285,Costa Ltd Raw,3,KZ,68.5,199.3
SUP_T3_07286,Ramirez Group Raw,3,VC,49.9,384.3
SUP_T3_07287,May-Gonzalez Raw,3,PE,83.6,515.6
